Accession,Phages/Bacteria,Dataset type
MG592463,Phages,Pre-training
MG592464,Phages,Pre-training
MG592465,Phages,Pre-training
MG592466,Phages,Pre-training
MG592467,Phages,Pre-training
MG592468,Phages,Pre-training
MG592469,Phages,Pre-training
MG592470,Phages,Pre-training
MG592471,Phages,Pre-training
MG592472,Phages,Pre-training
MG592473,Phages,Pre-training
MG592474,Phages,Pre-training
MG592475,Phages,Pre-training
MG592476,Phages,Pre-training
MG592477,Phages,Pre-training
MG592478,Phages,Pre-training
MG592479,Phages,Pre-training
MG592480,Phages,Pre-training
MG592481,Phages,Pre-training
MG592482,Phages,Pre-training
MG592483,Phages,Pre-training
MG592484,Phages,Pre-training
MG592485,Phages,Pre-training
MG592486,Phages,Pre-training
MG592487,Phages,Pre-training
MG592488,Phages,Pre-training
MG592489,Phages,Pre-training
MG592490,Phages,Pre-training
MG592491,Phages,Pre-training
MG592492,Phages,Pre-training
MG592493,Phages,Pre-training
MG592494,Phages,Pre-training
MG592495,Phages,Pre-training
MG592496,Phages,Pre-training
MG592497,Phages,Pre-training
MG592498,Phages,Pre-training
MG592499,Phages,Pre-training
MG592500,Phages,Pre-training
MG592501,Phages,Pre-training
MG592502,Phages,Pre-training
MG592503,Phages,Pre-training
MG592504,Phages,Pre-training
MG592505,Phages,Pre-training
MG592506,Phages,Pre-training
MG592507,Phages,Pre-training
MG592508,Phages,Pre-training
MG592509,Phages,Pre-training
MG592510,Phages,Pre-training
MG592511,Phages,Pre-training
MG592512,Phages,Pre-training
MG592513,Phages,Pre-training
MG592514,Phages,Pre-training
MG592515,Phages,Pre-training
MG592516,Phages,Pre-training
MG592517,Phages,Pre-training
MG592518,Phages,Pre-training
MG592519,Phages,Pre-training
MG592520,Phages,Pre-training
MG592521,Phages,Pre-training
MG592522,Phages,Pre-training
MG592523,Phages,Pre-training
MG592524,Phages,Pre-training
MG592525,Phages,Pre-training
MG592526,Phages,Pre-training
MG592527,Phages,Pre-training
MG592528,Phages,Pre-training
MG592529,Phages,Pre-training
MG592530,Phages,Pre-training
MG592531,Phages,Pre-training
MG592532,Phages,Pre-training
MG592533,Phages,Pre-training
MG592534,Phages,Pre-training
MG592535,Phages,Pre-training
MG592536,Phages,Pre-training
MG592537,Phages,Pre-training
MG592538,Phages,Pre-training
MG592539,Phages,Pre-training
MG592540,Phages,Pre-training
MG592541,Phages,Pre-training
MG592542,Phages,Pre-training
MG592543,Phages,Pre-training
MG592544,Phages,Pre-training
MG592545,Phages,Pre-training
MG592546,Phages,Pre-training
MG592547,Phages,Pre-training
MG592548,Phages,Pre-training
MG592549,Phages,Pre-training
MG592550,Phages,Pre-training
MG592551,Phages,Pre-training
MG592552,Phages,Pre-training
MG592553,Phages,Pre-training
MG592554,Phages,Pre-training
MG592555,Phages,Pre-training
MG592556,Phages,Pre-training
MG592557,Phages,Pre-training
MG592558,Phages,Pre-training
MG592559,Phages,Pre-training
MG592560,Phages,Pre-training
MG592561,Phages,Pre-training
MG592562,Phages,Pre-training
MG592563,Phages,Pre-training
MG592564,Phages,Pre-training
MG592565,Phages,Pre-training
MG592566,Phages,Pre-training
MG592567,Phages,Pre-training
MG592568,Phages,Pre-training
MG592569,Phages,Pre-training
MG592570,Phages,Pre-training
MG592571,Phages,Pre-training
MG592572,Phages,Pre-training
MG592573,Phages,Pre-training
MG592574,Phages,Pre-training
MG592575,Phages,Pre-training
MG592576,Phages,Pre-training
MG592577,Phages,Pre-training
MG592578,Phages,Pre-training
MG592579,Phages,Pre-training
MG592580,Phages,Pre-training
MG592581,Phages,Pre-training
MG592582,Phages,Pre-training
MG592583,Phages,Pre-training
MG592584,Phages,Pre-training
MG592585,Phages,Pre-training
MG592586,Phages,Pre-training
MG592587,Phages,Pre-training
MG592588,Phages,Pre-training
MG592589,Phages,Pre-training
MG592590,Phages,Pre-training
MG592591,Phages,Pre-training
MG592592,Phages,Pre-training
MG592593,Phages,Pre-training
MG592594,Phages,Pre-training
MG592595,Phages,Pre-training
MG592596,Phages,Pre-training
MG592597,Phages,Pre-training
MG592598,Phages,Pre-training
MG592599,Phages,Pre-training
MG592600,Phages,Pre-training
MG592601,Phages,Pre-training
MG592602,Phages,Pre-training
MG592603,Phages,Pre-training
MG592604,Phages,Pre-training
MG592605,Phages,Pre-training
MG592606,Phages,Pre-training
MG592607,Phages,Pre-training
MG592608,Phages,Pre-training
MG592609,Phages,Pre-training
MG592610,Phages,Pre-training
MG592611,Phages,Pre-training
MG592612,Phages,Pre-training
MG592613,Phages,Pre-training
MG592614,Phages,Pre-training
MG592615,Phages,Pre-training
MG592616,Phages,Pre-training
MG592617,Phages,Pre-training
MG592618,Phages,Pre-training
MG592619,Phages,Pre-training
MG592620,Phages,Pre-training
MG592621,Phages,Pre-training
MG592622,Phages,Pre-training
MG592623,Phages,Pre-training
MG592624,Phages,Pre-training
MG592625,Phages,Pre-training
MG592626,Phages,Pre-training
MG592627,Phages,Pre-training
MG592628,Phages,Pre-training
MG592629,Phages,Pre-training
MG592630,Phages,Pre-training
MG592631,Phages,Pre-training
MG592632,Phages,Pre-training
MG592633,Phages,Pre-training
MG592634,Phages,Pre-training
MG592635,Phages,Pre-training
MG592636,Phages,Pre-training
MG592637,Phages,Pre-training
MG592638,Phages,Pre-training
MG592639,Phages,Pre-training
MG592640,Phages,Pre-training
MG592641,Phages,Pre-training
MG592642,Phages,Pre-training
MG592643,Phages,Pre-training
MG592644,Phages,Pre-training
MG592645,Phages,Pre-training
MG592646,Phages,Pre-training
MG592647,Phages,Pre-training
MG592648,Phages,Pre-training
MG592649,Phages,Pre-training
MG592650,Phages,Pre-training
MG592651,Phages,Pre-training
MG592652,Phages,Pre-training
MG592653,Phages,Pre-training
MG592654,Phages,Pre-training
MG592655,Phages,Pre-training
MG592656,Phages,Pre-training
MG592657,Phages,Pre-training
MG592658,Phages,Pre-training
MG592659,Phages,Pre-training
MG592660,Phages,Pre-training
MG592661,Phages,Pre-training
MG592662,Phages,Pre-training
MG592663,Phages,Pre-training
MG592664,Phages,Pre-training
MG592665,Phages,Pre-training
MG592666,Phages,Pre-training
MG592667,Phages,Pre-training
MG592668,Phages,Pre-training
MG592669,Phages,Pre-training
MG592670,Phages,Pre-training
MG592671,Phages,Pre-training
MG592672,Phages,Pre-training
MG593800,Phages,Pre-training
MG593801,Phages,Pre-training
MG593802,Phages,Pre-training
MG593803,Phages,Pre-training
MG596799,Phages,Pre-training
MG596800,Phages,Pre-training
MG599035,Phages,Pre-training
MG602476,Phages,Pre-training
MG602477,Phages,Pre-training
MG640035,Phages,Pre-training
MG641179,Phages,Pre-training
MG641180,Phages,Pre-training
MG641181,Phages,Pre-training
MG641182,Phages,Pre-training
MG641184,Phages,Pre-training
MG641185,Phages,Pre-training
MG641186,Phages,Pre-training
MG641187,Phages,Pre-training
MG641188,Phages,Pre-training
MG641885,Phages,Pre-training
MG646668,Phages,Pre-training
MG646669,Phages,Pre-training
MG646670,Phages,Pre-training
MG646671,Phages,Pre-training
MG646672,Phages,Pre-training
MG649966,Phages,Pre-training
MG649967,Phages,Pre-training
MG652450,Phages,Pre-training
MG655268,Phages,Pre-training
MG655270,Phages,Pre-training
MG663583,Phages,Pre-training
MG663584,Phages,Pre-training
MG663585,Phages,Pre-training
MG663586,Phages,Pre-training
MG670586,Phages,Pre-training
MG673519,Phages,Pre-training
MG673930,Phages,Pre-training
MG675557,Phages,Pre-training
MG676223,Phages,Pre-training
MG676224,Phages,Pre-training
MG676225,Phages,Pre-training
MG676466,Phages,Pre-training
MG696114,Phages,Pre-training
MG707188,Phages,Pre-training
MG708273,Phages,Pre-training
MG708274,Phages,Pre-training
MG708275,Phages,Pre-training
MG708276,Phages,Pre-training
MG710484,Phages,Pre-training
MG710528,Phages,Pre-training
MG711460,Phages,Pre-training
MG711461,Phages,Pre-training
MG711462,Phages,Pre-training
MG711463,Phages,Pre-training
MG711464,Phages,Pre-training
MG711465,Phages,Pre-training
MG711466,Phages,Pre-training
MG711467,Phages,Pre-training
MG711516,Phages,Pre-training
MG720308,Phages,Pre-training
MG720309,Phages,Pre-training
MG727695,Phages,Pre-training
MG727696,Phages,Pre-training
MG727697,Phages,Pre-training
MG727698,Phages,Pre-training
MG727700,Phages,Pre-training
MG727701,Phages,Pre-training
MG736918,Phages,Pre-training
MG744354,Phages,Pre-training
MG746602,Phages,Pre-training
MG747435,Phages,Pre-training
MG748547,Phages,Pre-training
MG751100,Phages,Pre-training
MG752970,Phages,Pre-training
MG757152,Phages,Pre-training
MG757154,Phages,Pre-training
MG757155,Phages,Pre-training
MG757156,Phages,Pre-training
MG757157,Phages,Pre-training
MG757158,Phages,Pre-training
MG757160,Phages,Pre-training
MG757161,Phages,Pre-training
MG757162,Phages,Pre-training
MG757163,Phages,Pre-training
MG757165,Phages,Pre-training
MG757166,Phages,Pre-training
MG757167,Phages,Pre-training
MG765276,Phages,Pre-training
MG765277,Phages,Pre-training
MG765278,Phages,Pre-training
MG765279,Phages,Pre-training
MG766219,Phages,Pre-training
MG770212,Phages,Pre-training
MG770213,Phages,Pre-training
MG770214,Phages,Pre-training
MG770215,Phages,Pre-training
MG770216,Phages,Pre-training
MG770379,Phages,Pre-training
MG775042,Phages,Pre-training
MG775043,Phages,Pre-training
MG775258,Phages,Pre-training
MG775259,Phages,Pre-training
MG775260,Phages,Pre-training
MG775261,Phages,Pre-training
MG779474,Phages,Pre-training
MG781190,Phages,Pre-training
MG781191,Phages,Pre-training
MG784342,Phages,Pre-training
MG788324,Phages,Pre-training
MG793454,Phages,Pre-training
MG807320,Phages,Pre-training
MG812488,Phages,Pre-training
MG812490,Phages,Pre-training
MG812492,Phages,Pre-training
MG812493,Phages,Pre-training
MG812494,Phages,Pre-training
MG812495,Phages,Pre-training
MG812496,Phages,Pre-training
MG820633,Phages,Pre-training
MG820634,Phages,Pre-training
MG820635,Phages,Pre-training
MG820636,Phages,Pre-training
MG820637,Phages,Pre-training
MG820638,Phages,Pre-training
MG820639,Phages,Pre-training
MG820640,Phages,Pre-training
MG820641,Phages,Pre-training
MG820642,Phages,Pre-training
MG820643,Phages,Pre-training
MG820644,Phages,Pre-training
MG832642,Phages,Pre-training
MG833025,Phages,Pre-training
MG835450,Phages,Pre-training
MG835568,Phages,Pre-training
MG839015,Phages,Pre-training
MG839016,Phages,Pre-training
MG839017,Phages,Pre-training
MG839018,Phages,Pre-training
MG839019,Phages,Pre-training
MG839020,Phages,Pre-training
MG839021,Phages,Pre-training
MG839022,Phages,Pre-training
MG839023,Phages,Pre-training
MG839025,Phages,Pre-training
MG839027,Phages,Pre-training
MG839028,Phages,Pre-training
MG839029,Phages,Pre-training
MG839030,Phages,Pre-training
MG845393,Phages,Pre-training
MG845683,Phages,Pre-training
MG845684,Phages,Pre-training
MG845865,Phages,Pre-training
MG852086,Phages,Pre-training
MG867727,Phages,Pre-training
MG872831,Phages,Pre-training
MG872832,Phages,Pre-training
MG872833,Phages,Pre-training
MG872834,Phages,Pre-training
MG872837,Phages,Pre-training
MG872839,Phages,Pre-training
MG872840,Phages,Pre-training
MG872841,Phages,Pre-training
MG872842,Phages,Pre-training
MG872843,Phages,Pre-training
MG873442,Phages,Pre-training
MG878892,Phages,Pre-training
MG883709,Phages,Pre-training
MG883710,Phages,Pre-training
MG883711,Phages,Pre-training
MG883712,Phages,Pre-training
MG883713,Phages,Pre-training
MG883715,Phages,Pre-training
MG883718,Phages,Pre-training
MG883720,Phages,Pre-training
MG883723,Phages,Pre-training
MG883724,Phages,Pre-training
MG883726,Phages,Pre-training
MG893203,Phages,Pre-training
MG894052,Phages,Pre-training
MG897799,Phages,Pre-training
MG897800,Phages,Pre-training
MG920059,Phages,Pre-training
MG922974,Phages,Pre-training
MG925338,Phages,Pre-training
MG925339,Phages,Pre-training
MG925340,Phages,Pre-training
MG925341,Phages,Pre-training
MG925342,Phages,Pre-training
MG925343,Phages,Pre-training
MG925345,Phages,Pre-training
MG925346,Phages,Pre-training
MG925347,Phages,Pre-training
MG925348,Phages,Pre-training
MG925349,Phages,Pre-training
MG925350,Phages,Pre-training
MG925352,Phages,Pre-training
MG925353,Phages,Pre-training
MG925354,Phages,Pre-training
MG925355,Phages,Pre-training
MG925356,Phages,Pre-training
MG925485,Phages,Pre-training
MG925486,Phages,Pre-training
MG925487,Phages,Pre-training
MG925488,Phages,Pre-training
MG925489,Phages,Pre-training
MG925490,Phages,Pre-training
MG925491,Phages,Pre-training
MG941013,Phages,Pre-training
MG944217,Phages,Pre-training
MG944218,Phages,Pre-training
MG944219,Phages,Pre-training
MG944220,Phages,Pre-training
MG944221,Phages,Pre-training
MG944222,Phages,Pre-training
MG944223,Phages,Pre-training
MG944224,Phages,Pre-training
MG944225,Phages,Pre-training
MG944227,Phages,Pre-training
MG944228,Phages,Pre-training
MG944229,Phages,Pre-training
MG944230,Phages,Pre-training
MG944231,Phages,Pre-training
MG944232,Phages,Pre-training
MG944233,Phages,Pre-training
MG944234,Phages,Pre-training
MG944235,Phages,Pre-training
MG944236,Phages,Pre-training
MG948468,Phages,Pre-training
MG957431,Phages,Pre-training
MG962360,Phages,Pre-training
MG962361,Phages,Pre-training
MG962362,Phages,Pre-training
MG962363,Phages,Pre-training
MG962365,Phages,Pre-training
MG962366,Phages,Pre-training
MG962367,Phages,Pre-training
MG962368,Phages,Pre-training
MG962369,Phages,Pre-training
MG962370,Phages,Pre-training
MG962372,Phages,Pre-training
MG962373,Phages,Pre-training
MG962374,Phages,Pre-training
MG962375,Phages,Pre-training
MG962376,Phages,Pre-training
MG966533,Phages,Pre-training
MG967616,Phages,Pre-training
MG967617,Phages,Pre-training
MG967618,Phages,Pre-training
MG969404,Phages,Pre-training
MG969405,Phages,Pre-training
MG969406,Phages,Pre-training
MG969407,Phages,Pre-training
MG969408,Phages,Pre-training
MG969409,Phages,Pre-training
MG969410,Phages,Pre-training
MG969411,Phages,Pre-training
MG969412,Phages,Pre-training
MG969413,Phages,Pre-training
MG969414,Phages,Pre-training
MG969415,Phages,Pre-training
MG969427,Phages,Pre-training
MG972768,Phages,Pre-training
MG973030,Phages,Pre-training
MG976803,Phages,Pre-training
MG983840,Phages,Pre-training
MG986485,Phages,Pre-training
MG999954,Phages,Pre-training
MH000603,Phages,Pre-training
MH000604,Phages,Pre-training
MH000607,Phages,Pre-training
MH001446,Phages,Pre-training
MH001447,Phages,Pre-training
MH001449,Phages,Pre-training
MH001450,Phages,Pre-training
MH001451,Phages,Pre-training
MH001452,Phages,Pre-training
MH001455,Phages,Pre-training
MH001456,Phages,Pre-training
MH001457,Phages,Pre-training
MH001459,Phages,Pre-training
MH001460,Phages,Pre-training
MH015249,Phages,Pre-training
MH015251,Phages,Pre-training
MH015252,Phages,Pre-training
MH015253,Phages,Pre-training
MH015254,Phages,Pre-training
MH015255,Phages,Pre-training
MH015256,Phages,Pre-training
MH015257,Phages,Pre-training
MH015258,Phages,Pre-training
MH015259,Phages,Pre-training
MH019215,Phages,Pre-training
MH019216,Phages,Pre-training
MH020235,Phages,Pre-training
MH020236,Phages,Pre-training
MH020237,Phages,Pre-training
MH020238,Phages,Pre-training
MH020240,Phages,Pre-training
MH020243,Phages,Pre-training
MH020244,Phages,Pre-training
MH020245,Phages,Pre-training
MH020247,Phages,Pre-training
MH020248,Phages,Pre-training
MH020249,Phages,Pre-training
MH023293,Phages,Pre-training
MH025825,Phages,Pre-training
MH025826,Phages,Pre-training
MH025827,Phages,Pre-training
MH025888,Phages,Pre-training
MH025889,Phages,Pre-training
MH025890,Phages,Pre-training
MH028956,Phages,Pre-training
MH031343,Phages,Pre-training
MH045554,Phages,Pre-training
MH045555,Phages,Pre-training
MH045556,Phages,Pre-training
MH045559,Phages,Pre-training
MH045561,Phages,Pre-training
MH045562,Phages,Pre-training
MH045563,Phages,Pre-training
MH045564,Phages,Pre-training
MH045565,Phages,Pre-training
MH045566,Phages,Pre-training
MH045567,Phages,Pre-training
MH045568,Phages,Pre-training
MH045569,Phages,Pre-training
MH047631,Phages,Pre-training
MH047632,Phages,Pre-training
MH047633,Phages,Pre-training
MH051246,Phages,Pre-training
MH051247,Phages,Pre-training
MH051248,Phages,Pre-training
MH051249,Phages,Pre-training
MH051250,Phages,Pre-training
MH051251,Phages,Pre-training
MH051252,Phages,Pre-training
MH051253,Phages,Pre-training
MH051254,Phages,Pre-training
MH051256,Phages,Pre-training
MH051258,Phages,Pre-training
MH051260,Phages,Pre-training
MH051261,Phages,Pre-training
MH051264,Phages,Pre-training
MH051333,Phages,Pre-training
MH051334,Phages,Pre-training
MH051335,Phages,Pre-training
MH051912,Phages,Pre-training
MH051913,Phages,Pre-training
MH051914,Phages,Pre-training
MH051915,Phages,Pre-training
MH051916,Phages,Pre-training
MH051917,Phages,Pre-training
MH059633,Phages,Pre-training
MH059634,Phages,Pre-training
MH059636,Phages,Pre-training
MH059638,Phages,Pre-training
MH059639,Phages,Pre-training
MH077576,Phages,Pre-training
MH077578,Phages,Pre-training
MH077579,Phages,Pre-training
MH077580,Phages,Pre-training
MH077581,Phages,Pre-training
MH077582,Phages,Pre-training
MH077583,Phages,Pre-training
MH077584,Phages,Pre-training
MH077585,Phages,Pre-training
MH078572,Phages,Pre-training
MH102284,Phages,Pre-training
MH102285,Phages,Pre-training
MH105080,Phages,Pre-training
MH105773,Phages,Pre-training
MH107028,Phages,Pre-training
MH107118,Phages,Pre-training
MH107246,Phages,Pre-training
MH107769,Phages,Pre-training
MH107770,Phages,Pre-training
MH113813,Phages,Pre-training
MH113814,Phages,Pre-training
MH113815,Phages,Pre-training
MH115576,Phages,Pre-training
MH117957,Phages,Pre-training
MH128984,Phages,Pre-training
MH133207,Phages,Pre-training
MH142219,Phages,Pre-training
MH142220,Phages,Pre-training
MH153800,Phages,Pre-training
MH153802,Phages,Pre-training
MH153803,Phages,Pre-training
MH153804,Phages,Pre-training
MH153806,Phages,Pre-training
MH153807,Phages,Pre-training
MH153808,Phages,Pre-training
MH153812,Phages,Pre-training
MH153813,Phages,Pre-training
MH155864,Phages,Pre-training
MH155865,Phages,Pre-training
MH155866,Phages,Pre-training
MH155867,Phages,Pre-training
MH155869,Phages,Pre-training
MH155871,Phages,Pre-training
MH155872,Phages,Pre-training
MH155873,Phages,Pre-training
MH155876,Phages,Pre-training
MH155877,Phages,Pre-training
MH155878,Phages,Pre-training
MH155879,Phages,Pre-training
MH159197,Phages,Pre-training
MH160392,Phages,Pre-training
MH160767,Phages,Pre-training
MH165274,Phages,Pre-training
